-0.061,0.01,0.001,0.998,-0.083,-0.016,0.032,0.996,-0.044,-0.009,0.038,0.998,0.065,0.018,-0.036,0.997,0.07,0.011,-0.052,0.996,-0.06,-0.112,0.038,0.991,-0.189,0.262,0.016,0.946,0.107,-0.001,0.01,0.994,0,0,0,1,-0.063,0.002,-0.024,0.998,0.124,0.054,-0.016,0.991,0,0,0,1,0,0,0,1,0.022,0.164,-0.567,-0.807,0.123,-0.045,0.629,-0.766,-0.222,-0.2,-0.131,-0.945,0.177,-0.167,-0.105,0.964,-0.538,0.066,-0.497,-0.678,-0.8,-0.263,0.3,-0.447,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.059,0.015,0.001,0.998,-0.101,-0.017,0.03,0.994,-0.044,-0.009,0.037,0.998,0.094,0.02,-0.038,0.995,0.054,0.011,-0.047,0.997,-0.068,-0.063,0.043,0.995,-0.182,0.26,0.014,0.948,0.105,0,0.002,0.994,0,0,0,1,0.068,0,0.005,-0.998,-0.127,-0.035,0.021,-0.991,0,0,0,1,0,0,0,1,-0.01,-0.177,0.573,0.8,-0.14,0.024,-0.623,0.769,-0.209,-0.175,-0.115,-0.955,0.23,-0.153,-0.108,0.955,0.541,-0.076,0.49,0.679,0.785,0.264,-0.306,0.468,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.053,0.008,0,0.999,-0.085,-0.013,0.022,0.996,-0.057,-0.006,0.03,0.998,0.054,0.014,-0.026,0.998,0.058,0.007,-0.033,0.998,-0.066,-0.06,0.044,0.995,-0.173,0.238,0.006,0.956,-0.101,0.001,-0.007,-0.995,0,0,0,1,0.057,-0.001,0.008,-0.998,0.121,0.053,-0.021,0.991,0,0,0,1,0,0,0,1,-0.011,-0.171,0.581,0.796,-0.125,0.039,-0.625,0.769,-0.214,-0.176,-0.116,-0.954,0.211,-0.138,-0.097,0.963,-0.587,0.112,-0.443,-0.668,-0.764,-0.306,0.31,-0.476,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.054,0.003,0,0.999,-0.09,-0.013,0.022,0.996,-0.055,-0.005,0.028,0.998,0.067,0.015,-0.026,0.997,0.06,0.006,-0.03,0.998,-0.063,-0.034,0.047,0.996,-0.175,0.25,0.009,0.952,-0.104,0.001,-0.008,-0.995,0,0,0,1,0.069,-0.001,0.009,-0.998,0.125,0.052,-0.023,0.991,0,0,0,1,0,0,0,1,-0.017,-0.167,0.579,0.798,-0.127,0.038,-0.624,0.77,-0.217,-0.163,-0.11,-0.956,0.211,-0.14,-0.098,0.963,-0.609,0.108,-0.446,-0.647,-0.733,-0.309,0.331,-0.507,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.053,0.003,0,0.999,-0.099,-0.015,0.025,0.995,-0.052,-0.005,0.028,0.998,0.075,0.017,-0.03,0.997,0.055,0.007,-0.033,0.998,-0.054,-0.04,0.046,0.997,-0.174,0.268,0.013,0.948,0.099,-0.001,0.009,0.995,0,0,0,1,0.067,-0.001,0.013,-0.998,-0.124,-0.057,0.022,-0.99,0,0,0,1,0,0,0,1,-0.013,-0.169,0.582,0.795,-0.125,0.038,-0.623,0.771,-0.197,-0.151,-0.101,-0.964,0.222,-0.142,-0.1,0.96,0.654,-0.113,0.414,0.623,0.732,0.305,-0.321,0.517,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.052,-0.009,0,0.999,-0.091,-0.015,0.026,0.995,-0.073,-0.008,0.037,0.997,0.065,0.015,-0.026,0.997,0.074,0.009,-0.041,0.996,-0.086,-0.047,0.044,0.994,-0.187,0.239,0.009,0.953,0.092,-0.002,0.011,0.996,0,0,0,1,-0.059,0.002,-0.021,0.998,0.128,0.062,-0.021,0.99,0,0,0,1,0,0,0,1,0.036,0.144,-0.557,-0.817,0.124,-0.037,0.612,-0.78,-0.334,-0.21,-0.167,-0.904,0.21,-0.133,-0.094,0.964,-0.518,0.099,-0.46,-0.715,-0.686,-0.257,0.367,-0.573,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.041,0.054,0.002,0.998,-0.126,-0.016,0.021,0.992,-0.051,-0.012,0.048,0.997,0.161,0.02,-0.032,0.986,0.071,0.021,-0.085,0.994,-0.071,-0.164,0.03,0.983,-0.168,0.338,0.03,0.925,0.068,-0.003,0.015,0.998,0,0,0,1,-0.039,0.003,-0.028,0.999,0.146,0.008,-0.009,0.989,0,0,0,1,0,0,0,1,0.077,0.078,-0.438,-0.892,0.141,0.024,0.496,-0.857,-0.5,-0.304,-0.352,-0.731,0.095,-0.473,-0.207,0.851,-0.412,0.078,-0.386,0.822,-0.597,-0.166,0.462,-0.634,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.081,0.168,0.014,0.982,-0.061,0.01,-0.042,0.997,-0.02,-0.009,0.037,0.999,0.18,0,0.036,0.983,0.035,0.015,-0.062,0.997,-0.141,-0.378,-0.029,0.915,-0.141,0.25,0,0.958,0.067,-0.006,0.032,0.997,0,0,0,1,0.043,0.004,-0.042,0.998,0.115,0.089,-0.02,0.989,0,0,0,1,0,0,0,1,0.057,0.057,-0.3,-0.951,0.1,0.231,0.165,-0.954,-0.509,-0.363,-0.51,-0.59,-0.203,-0.828,0.07,0.517,-0.395,0.085,-0.162,0.9,-0.587,-0.209,0.294,-0.725,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.112,0.275,0.032,0.954,-0.013,0.031,-0.118,0.992,0.033,0.002,-0.018,0.999,0.165,-0.005,0.092,0.982,0.013,0.005,-0.027,1,-0.159,-0.451,-0.057,0.876,-0.126,0.113,-0.03,0.985,0.081,-0.007,0.039,0.996,0,0,0,1,0.062,0.001,-0.016,0.998,0.116,0.027,-0.064,0.991,0,0,0,1,0,0,0,1,0.09,0.004,-0.305,-0.948,0.07,0.359,0.019,-0.93,-0.513,-0.363,-0.539,-0.561,-0.316,-0.78,0.238,0.486,-0.381,0.199,-0.129,0.894,0.508,0,0,0.735,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,11
-0.134,0.278,0.039,0.951,0.033,0.032,-0.137,0.99,0.058,0,-0.018,0.998,0.137,-0.001,0.087,0.987,0.054,0.005,-0.051,0.997,-0.122,-0.458,-0.038,0.88,-0.171,0.114,-0.025,0.978,0.116,-0.007,0.053,0.992,0,0,0,1,0.062,-0.1,-0.015,0.9,0.107,0.074,-0.073,0.989,0,0,0,1,0,0,0,1,0.129,-0.03,-0.329,-0.935,0.12,0.373,0.071,-0.917,-0.578,-0.304,-0.535,-0.536,-0.266,-0.82,0.195,0.468,-0.34,0.25,-0.107,0.9,0.459,0,0,0.737,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.143,0.306,0.047,0.94,0.079,0.029,-0.142,0.986,0.078,-0.002,-0.013,0.997,0.104,0.001,0.094,0.99,0.065,0.003,-0.063,0.996,-0.118,-0.496,-0.045,0.859,-0.183,0.12,-0.022,0.976,0.128,-0.006,0.047,0.991,0,0,0,1,0.062,-0.15,-0.02,0.85,0.122,0.025,-0.027,0.992,0,0,0,1,0,0,0,1,0.138,-0.009,-0.306,-0.942,0.148,0.375,0.079,-0.912,-0.565,-0.315,-0.551,-0.527,-0.247,-0.828,0.163,0.475,-0.314,0.239,-0.062,0.917,0.444,0,0,0.724,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.139,0.303,0.045,0.942,0.08,0.029,-0.143,0.986,0.08,-0.002,-0.014,0.997,0.103,0.002,0.098,0.99,0.066,0.002,-0.058,0.996,-0.131,-0.491,-0.051,0.859,-0.176,0.15,-0.015,0.973,0.12,-0.005,0.039,0.992,0,0,0,1,0.062,-0.2,-0.012,0.8,0.125,0.016,-0.034,0.991,0,0,0,1,0,0,0,1,0.135,-0.015,-0.309,-0.941,0.133,0.358,0.056,-0.922,-0.556,-0.324,-0.55,-0.532,-0.26,-0.822,0.182,0.473,-0.308,0.239,-0.061,0.919,0.451,0,0,0.707,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.142,0.294,0.044,0.944,0.086,0.028,-0.141,0.986,0.087,-0.003,-0.01,0.996,0.104,0.003,0.093,0.99,0.063,0.002,-0.062,0.996,-0.118,-0.47,-0.039,0.874,-0.176,0.147,-0.016,0.973,0.109,-0.005,0.038,0.993,0,0,0,1,0.062,-0.2,-0.012,0.8,0.123,0.029,-0.034,0.991,0,0,0,1,0,0,0,1,0.128,-0.02,-0.316,-0.94,0.122,0.348,0.058,-0.928,-0.552,-0.327,-0.534,-0.55,0.263,0.824,-0.197,-0.461,-0.311,0.213,-0.131,0.917,0.451,0,0,0.707,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.135,0.271,0.038,0.952,0.06,0.029,-0.135,0.989,0.075,-0.003,-0.009,0.997,0.106,-0.001,0.08,0.991,0.061,0.003,-0.059,0.996,-0.116,-0.454,-0.035,0.883,-0.175,0.17,-0.011,0.97,0.105,-0.006,0.039,0.994,0,0,0,1,0.062,-0.2,-0.012,0.8,0.126,0.015,-0.037,0.991,0,0,0,1,0,0,0,1,0.125,-0.015,-0.312,-0.942,0.108,0.345,0.023,-0.932,-0.54,-0.339,-0.541,-0.549,0.279,0.813,-0.218,-0.462,-0.318,0.214,-0.188,0.904,0.411,0,0,0.717,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.132,0.26,0.036,0.956,0.053,0.03,-0.134,0.989,0.073,-0.002,-0.01,0.997,0.125,0,0.089,0.988,0.06,0.003,-0.052,0.997,-0.141,-0.42,-0.039,0.896,-0.175,0.164,-0.012,0.971,0.101,-0.006,0.041,0.994,0,0,0,1,0.062,-0.2,-0.012,0.8,0.123,0.032,-0.036,0.991,0,0,0,1,0,0,0,1,0.117,-0.009,-0.308,-0.944,0.103,0.332,0.029,-0.937,-0.533,-0.345,-0.54,-0.552,0.283,0.812,-0.227,-0.458,-0.329,0.205,-0.189,0.902,0.41,0,0,0.715,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.134,0.265,0.037,0.954,0.064,0.028,-0.131,0.989,0.074,-0.003,-0.008,0.997,0.115,0.001,0.085,0.99,0.062,0.003,-0.053,0.997,-0.14,-0.418,-0.038,0.897,-0.183,0.149,-0.015,0.972,0.106,-0.006,0.041,0.994,0,0,0,1,0.062,-0.2,-0.012,0.8,0.121,0.014,-0.03,0.992,0,0,0,1,0,0,0,1,0.122,-0.018,-0.307,-0.944,0.107,0.328,0.032,-0.938,-0.541,-0.338,-0.548,-0.542,0.282,0.811,-0.221,-0.463,-0.323,0.214,-0.184,0.903,0.455,0,0,0.707,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
-0.137,0.265,0.038,0.954,0.066,0.028,-0.131,0.989,0.081,-0.004,-0.007,0.997,0.116,0.001,0.086,0.99,0.06,0.003,-0.056,0.997,-0.133,-0.436,-0.039,0.889,-0.173,0.171,-0.011,0.97,0.107,-0.006,0.039,0.994,0,0,0,1,0.062,-0.2,-0.012,0.8,0.122,0.024,-0.029,0.992,0,0,0,1,0,0,0,1,0.127,-0.025,-0.314,-0.94,0.11,0.326,0.032,-0.938,-0.549,-0.331,-0.545,-0.541,0.282,0.81,-0.217,-0.466,-0.311,0.22,-0.193,0.904,0.479,0,0,0.696,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.087,0.996,0,0,0.174,0.985,0,-0.143,0,0.99,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,0.087,0.996,0,0,-0.087,0.996,0,0,0,1,0,0,0,1,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,-0.087,0.996,0,0,0,1
